code,course,HEI,R1 Points 2021,R2 Points 2021,EOS Points 2021,R1 Points 2020,R2 Points 2020,EOS Points 2020,R1 Points 2019
WD172,Culinary Arts,Waterford Institute of Technology,,,,,,,
WD173,Hospitality Studies,Waterford Institute of Technology,,,,,,,
WD174,Tourism,Waterford Institute of Technology,,,,,,,
WD175,Pharmaceutical Science,Waterford Institute of Technology,,,,226.0,,226.0,
WD177,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",Waterford Institute of Technology,,,,222.0,,222.0,
WD182,Electrical Engineering,Waterford Institute of Technology,,,,,,,
WD184,Retail Management,Waterford Institute of Technology,,,,163.0,,163.0,
WD188,Applied Health Care,Waterford Institute of Technology,,,,201.0,,201.0,
WD205,Molecular Biology with Biopharmaceutical Science,Waterford Institute of Technology,,,,228.0,,228.0,
WD206,Electronic Engineering,Waterford Institute of Technology,,,,179.0,,179.0,
WD207,Mechanical Engineering,Waterford Institute of Technology,,,,198.0,,198.0,
WD208,Manufacturing Engineering,Waterford Institute of Technology,,,,188.0,,188.0,
AL853,Accounting and Law,Athlone Institute of Technology,,,,,,,305.0
BN101,Business,Technological University Dublin Blanchardstown Campus,,,,,,,252.0
BN103,Business and Information Technology,Technological University Dublin Blanchardstown Campus,,,,,,,254.0
BN104,Computing (Information Technology),Technological University Dublin Blanchardstown Campus,,,,,,,260.0
BN107,Applied Social Studies in Social Care,Technological University Dublin Blanchardstown Campus,,,,,,,300.0
BN108,Engineering (Common Entry with Award options),Technological University Dublin Blanchardstown Campus,,,,,,,271.0
BN109,Business (Common Entry with Award options),Technological University Dublin Blanchardstown Campus,,,,,,,260.0
BN110,International Business,Technological University Dublin Blanchardstown Campus,,,,,,,253.0
BN111,Sports Management and Coaching,Technological University Dublin Blanchardstown Campus,,,,,,,270.0
BN112,Creative Digital Media,Technological University Dublin Blanchardstown Campus,,,,,,,280.0
BN113,Horticulture,Technological University Dublin Blanchardstown Campus,,,,,,,289.0
BN114,Accounting and Finance,Technological University Dublin Blanchardstown Campus,,,,,,,280.0
BN115,Community and Youth Development,Technological University Dublin Blanchardstown Campus,,,,,,,250.0
BN117,Computer Engineering in Mobile Systems,Technological University Dublin Blanchardstown Campus,,,,,,,273.0
BN118,Early Childhood Care and Education,Technological University Dublin Blanchardstown Campus,,,,,,,290.0
BN119,Digital Marketing,Technological University Dublin Blanchardstown Campus,,,,,,,270.0
BN120,Digital Forensics and Cyber Security,Technological University Dublin Blanchardstown Campus,,,,,,,281.0
BN121,Mechatronic Engineering,Technological University Dublin Blanchardstown Campus,,,,,,,276.0
BN123,"Design,Technology and Innovation",Technological University Dublin Blanchardstown Campus,,,,,,,297.0
CI101,Counselling and Psychotherapy (Limerick),Irish College of Humanities & Applied Sciences,,,,,,,276.0
CK116,Sports Studies and Physical Education,University College Cork (NUI),,,,,,,499.0
CK502,Food Marketing and Entrepreneurship,University College Cork (NUI),,,,,,,433.0
CK506,International Development and Food Policy,University College Cork (NUI),,,,,,,367.0
CW178,Sport Science (options),"Institute of Technology, Carlow",,,,,,,399.0
DC005,Education - Primary Teaching - Irish Sign Language,Dublin City University,,,,,,,316.0
DC167,Physics with Astronomy,Dublin City University,,,,,,,434.0
DC171,Applied Physics,Dublin City University,,,,,,,402.0
DC173,Physics with Biomedical Sciences,Dublin City University,,,,,,,402.0
DL835,Creative Media Technologies,"Dun Laoghaire Institute of Art, Design and Technology",,,,,,,237.0
DT001,Product Design,Technological University Dublin City Campus,,,,,,,433.0
DT028,Transport Operations and Technology,Technological University Dublin City Campus,,,,,,,279.0
DT035,Electrical Services and Energy Management,Technological University Dublin City Campus,,,,,,,293.0
DT066,Engineering (General Entry),Technological University Dublin City Campus,,,,,,,400.0
DT101,Architecture (test and interview),Technological University Dublin City Campus,,,,,,,618.0
DT106,Planning and Environmental Management,Technological University Dublin City Campus,,,,,,,312.0
DT110,Property Economics (Valuation Surveying),Technological University Dublin City Campus,,,,,,,367.0
DT111,Quantity Surveying and Construction Economics,Technological University Dublin City Campus,,,,,,,391.0
DT112,Geographic Science,Technological University Dublin City Campus,,,,,,,287.0
DT117,Construction Management,Technological University Dublin City Campus,,,,,,,356.0
DT175,Architectural Technology,Technological University Dublin City Campus,,,,,,,388.0
DT201,Science (General Entry),Technological University Dublin City Campus,,,,,,,464.0
DT203,Analytical Chemistry (Environmental Forensic and Pharmaceutical),Technological University Dublin City Campus,,,,,,,341.0
DT204,Biomedical Science,Technological University Dublin City Campus,,,,,,,501.0
DT205,Mathematical Sciences,Technological University Dublin City Campus,,,,,,,315.0
DT206,Biomedical and Molecular Diagnostics,Technological University Dublin City Campus,,,,,,,473.0
DT211,Computer Science (Infrastructure),Technological University Dublin City Campus,,,,,,,381.0
DT220,Industrial Mathematics,Technological University Dublin City Campus,,,,,,,300.0
DT221,Physics with Energy and Environment,Technological University Dublin City Campus,,,,,,,348.0
DT222,Physics Technology,Technological University Dublin City Campus,,,,,,,321.0
DT223,Human Nutrition and Dietetics,Technological University Dublin City Campus,,,,,,,553.0
DT224,Optometry,Technological University Dublin City Campus,,,,,,,487.0
DT225,Public Health Nutrition,Technological University Dublin City Campus,,,,,,,440.0
DT227,Science with Nanotechnology,Technological University Dublin City Campus,,,,,,,312.0
DT228,Computer Science,Technological University Dublin City Campus,,,,,,,451.0
DT229,Clinical Measurement Science,Technological University Dublin City Campus,,,,,,,491.0
DT235,Physics with Medical Physics and Bioengineering,Technological University Dublin City Campus,,,,,,,357.0
DT282,Computer Science (International),Technological University Dublin City Campus,,,,,,,377.0
DT299,Chemical Sciences with Medicinal Chemistry,Technological University Dublin City Campus,,,,,,,420.0
DT302,Business Analytics,Technological University Dublin City Campus,,,,,,,325.0
DT304,E-Commerce in Retailing,Technological University Dublin City Campus,,,,,,,341.0
DT321,Business and Law,Technological University Dublin City Campus,,,,,,,462.0
DT341,Marketing,Technological University Dublin City Campus,,,,,,,400.0
DT343,Retail and Services Management,Technological University Dublin City Campus,,,,,,,301.0
DT354,Business Computing,Technological University Dublin City Campus,,,,,,,322.0
DT358,Logistics and Supply Chain Management,Technological University Dublin City Campus,,,,,,,300.0
DT365,Business and Management,Technological University Dublin City Campus,,,,,,,440.0
DT366,Accounting and Finance,Technological University Dublin City Campus,,,,,,,432.0
DT398,Human Resource Management,Technological University Dublin City Campus,,,,,,,375.0
DT399,Economics and Finance,Technological University Dublin City Campus,,,,,,,437.0
DT401,International Hospitality Management,Technological University Dublin City Campus,,,,,,,300.0
DT405,Culinary Science,Technological University Dublin City Campus,,,,,,,308.0
DT407,Culinary Arts,Technological University Dublin City Campus,,,,,,,271.0
DT412,Tourism Marketing,Technological University Dublin City Campus,,,,,,,284.0
DT413,Event Management,Technological University Dublin City Campus,,,,,,,356.0
DT416,Culinary Entrepreneurship,Technological University Dublin City Campus,,,,,,,275.0
DT420,Nutraceuticals in Health and Nutrition,Technological University Dublin City Campus,,,,,,,392.0
DT421,Food Innovation,Technological University Dublin City Campus,,,,,,,321.0
DT422,Pharmaceutical Healthcare,Technological University Dublin City Campus,,,,,,,397.0
DT491,Environmental Health,Technological University Dublin City Campus,,,,,,,343.0
DT501,Music,Technological University Dublin City Campus,,,,,,,383.0
DT504,Film and Broadcasting,Technological University Dublin City Campus,,,,,,,443.0
DT506,Commercial Modern Music,Technological University Dublin City Campus,,,,,,,468.0
DT508,Game Design,Technological University Dublin City Campus,,,,,,,403.0
DT517,Languages and English Studies,Technological University Dublin City Campus,,,,,,,326.0
DT518,Languages and International Tourism,Technological University Dublin City Campus,,,,,,,307.0
DT529,Drama (Performance),Technological University Dublin City Campus,,,,,,,371.0
DT532,Law (LL.B.),Technological University Dublin City Campus,,,,,,,422.0
DT533,Contemporary Visual Culture,Technological University Dublin City Campus,,,,,,,
DT544,Interior Design,Technological University Dublin City Campus,,,,,,,552.0
DT545,Design - Visual Communication,Technological University Dublin City Campus,,,,,,,667.0
DT546,Fine Art,Technological University Dublin City Campus,,,,,,,668.0
DT555,International Business and Languages,Technological University Dublin City Campus,,,,,,,353.0
DT559,Photography,Technological University Dublin City Campus,,,,,,,700.0
DT571,Social Care,Technological University Dublin City Campus,,,,,,,394.0
DT572,Early Childhood Education,Technological University Dublin City Campus,,,,,,,385.0
DT582,Journalism,Technological University Dublin City Campus,,,,,,,347.0
DT596,Print Media Technology and Management,Technological University Dublin City Campus,,,,,,,252.0
DT597,Creative and Cultural Industries,Technological University Dublin City Campus,,,,,,,280.0
GA385,Retail Management,Galway-Mayo Institute of Technology,,,,,,,219.0
GC405,International Hospitality Management (Dublin),Griffith College,,,,,,,254.0
ID003,Business Studies with Chinese,ICD Business School,,,,,,,
LC411,Marketing and Management (Thurles),Limerick Institute of Technology,,,,,,,226.0
LY218,Business - with Spanish/Irish options,Letterkenny Institute of Technology,,,,,,,298.0
NC025,Data Science,National College of Ireland (NCI),,,,,,,297.0
SG149,Business in Finance and Investment,"Institute of Technology, Sligo",,,,,,,262.0
SG441,Environmental Science,"Institute of Technology, Sligo",,,,,,,297.0
SG446,Applied Archaeology,"Institute of Technology, Sligo",,,,,,,289.0
TA022,Creative Digital Media,Technological University Dublin Tallaght Campus,,,,,,,260.0
TA023,Advertising and Marketing Communications,Technological University Dublin Tallaght Campus,,,,,,,235.0
TA024,Early Childhood Care and Education,Technological University Dublin Tallaght Campus,,,,,,,217.0
TA025,Social Care Practice,Technological University Dublin Tallaght Campus,,,,,,,261.0
TA026,International Hospitality and Tourism Management,Technological University Dublin Tallaght Campus,,,,,,,208.0
TA027,Botanical Cuisine,Technological University Dublin Tallaght Campus,,,,,,,236.0
TA028,Digital Marketing Technologies,Technological University Dublin Tallaght Campus,,,,,,,220.0
TA121,Accounting and Finance,Technological University Dublin Tallaght Campus,,,,,,,202.0
TA122,Management,Technological University Dublin Tallaght Campus,,,,,,,218.0
TA123,Marketing Management,Technological University Dublin Tallaght Campus,,,,,,,207.0
TA125,International Business,Technological University Dublin Tallaght Campus,,,,,,,229.0
TA221,Electronic Engineering,Technological University Dublin Tallaght Campus,,,,,,,251.0
TA222,Mechanical Engineering,Technological University Dublin Tallaght Campus,,,,,,,243.0
TA223,Sustainable Energy Engineering,Technological University Dublin Tallaght Campus,,,,,,,236.0
TA224,Biomedical Design,Technological University Dublin Tallaght Campus,,,,,,,218.0
TA225,Automation Engineering,Technological University Dublin Tallaght Campus,,,,,,,235.0
TA226,Engineering Software,Technological University Dublin Tallaght Campus,,,,,,,243.0
TA321,Pharmaceutical Science,Technological University Dublin Tallaght Campus,,,,,,,261.0
TA322,Computing,Technological University Dublin Tallaght Campus,,,,,,,200.0
TA323,Computing with IT Management,Technological University Dublin Tallaght Campus,,,,,,,243.0
TA326,DNA and Forensic Analysis,Technological University Dublin Tallaght Campus,,,,,,,300.0
TA327,Sports Science and Health,Technological University Dublin Tallaght Campus,,,,,,,341.0
TA328,Computing with Language (French/German/Spanish),Technological University Dublin Tallaght Campus,,,,,,,218.0
TA329,Computing with Data Analytics,Technological University Dublin Tallaght Campus,,,,,,,218.0
TL803,Music Technology,"Institute of Technology, Tralee",,,,,,,264.0
TL812,Computing with Digital Media,"Institute of Technology, Tralee",,,,,,,369.0
WD148,Tourism Marketing,Waterford Institute of Technology,,,,,,,269.0
